aspect,site,siteUn,depth,year,trial_id_each_depth,trial_id_combined_depths,season,deploydate,old_id,new_id,was_plain_rubble_first,trial,branched,size_cat,size_cat_adjusted_to_flume_exp,axial_l,thickness_1,thickness_2,thickness_3,avg_thickness,span_any_way,span_width_ways,num_branches,branch1_l,branch2_l,branch3_l,avg_branch_l,branches_opposing,dry_wt,vol_start,vol_end,wet_wt,buoy_wt,vol,density,day,moved_at_all,moved_at_all_over_1_cm,flipped_from_previous_day_y_or_n,diag_dist,avg_slope_angle_transect.1,starting_substrate_new,CORRECTED_avg_peak_U,CORRECTED_fastest_peak_U
West,2,14,6-7m,2017,15A,8B,NE_Monsoon,26/12/2017,5285,6045,No,Yellow_Rubble,Yes,Medium,Medium,11.9,1.7,1.3,1.5,1.5,12.18072247,4.3,1,2.8,NA,NA,2.8,NA,44.68,,,50.448348,24.842716,25.780148,1.956868052,3,0,0,N,0,12.6,rubble,0.017636375,0.02585252
West,2,14,6-7m,2017,15A,8B,NE_Monsoon,26/12/2017,5783,6115,No,Yellow_Rubble,Yes,Medium,Medium,12.3,1.9,1.6,1.6,1.7,12.3,5.5,5,1.4,2.1,2.7,2.066666667,Yes,75.48,1120,1165,86.8,42.3,45,1.928888889,3,0,0,N,0,11.25,rubble,0.017636375,0.02585252
West,2,14,6-7m,2017,15A,8B,NE_Monsoon,26/12/2017,5270,5270,Yes,Yellow_Rubble,Yes,Small,Small,7.2,1.4,1.3,1.3,1.333333333,7.2,1.4,4,1.9,3.3,2.1,2.433333333,Yes,51.91,,,58.571976,28.972492,29.511551,1.984713579,3,0,0,N,0,23.8,rubble,0.017636375,0.02585252
West,2,14,6-7m,2017,15A,8B,NE_Monsoon,26/12/2017,5287,6118,No,Yellow_Rubble,No,Medium,Medium,13.4,2,3.4,2,2.466666667,13.4,3.4,0,NA,NA,NA,0,NA,74.78,196.5,243,85.2,41,46.5,1.832258065,3,0,0,N,0,12.6,rubble,0.017636375,0.02585252
West,2,14,6-7m,2017,15A,8B,NE_Monsoon,26/12/2017,4936,6033,No,Yellow_Rubble,Yes,Small,Small,4.8,0.9,0.9,0.7,0.833333333,4.8,3.2,4,2.5,2,1,1.833333333,Yes,12.45,180,187,11.1,5.2,7,1.585714286,3,0,0,Y,0,23.8,sand,0.017636375,0.02585252
West,2,14,6-7m,2017,15A,8B,NE_Monsoon,26/12/2017,5295,6039,No,Yellow_Rubble,Yes,Medium,Medium,14.7,2,2,2,2,14.7,3.9,1,2.2,NA,NA,2.2,NA,87.08,415,467,97.3,47.8,52,1.871153846,3,0,0,N,0,11.25,sand,0.017636375,0.02585252
West,2,14,6-7m,2017,15A,8B,NE_Monsoon,26/12/2017,4944,6089,No,Yellow_Rubble,Yes,Small,Small,6.9,1.6,1.5,1.3,1.466666667,6.9,2.6,1,1,NA,NA,1,NA,26.78,194,215,27.8,16.6,21,1.323809524,3,1,1,N,2,23.8,sand,0.017636375,0.02585252
West,2,14,6-7m,2017,15A,8B,NE_Monsoon,26/12/2017,5980,5980,No - and no new number,Yellow_Rubble,Yes,Large,Large ,19.3,1.2,1.5,1.7,1.466666667,20.06838309,11.2,3,1.8,3.5,6.5,3.933333333,Yes,88.43,,,99.605848,49.832716,48.359523,2.059694592,3,0,0,N,0,12.6,rubble,0.017636375,0.02585252
West,2,14,6-7m,2017,15A,8B,NE_Monsoon,26/12/2017,4911,6038,No,Yellow_Rubble,Yes,Small,Small,6.8,1.4,1.5,1.6,1.5,7.7,6.1,1,4.4,NA,NA,4.4,NA,21.69,,,24.616784,11.710828,13.915009,1.769081429,3,0,0,N,0,11.25,sand,0.017636375,0.02585252
West,2,14,6-7m,2017,15A,8B,NE_Monsoon,26/12/2017,5292,5292,No - and no new number,Yellow_Rubble,No,Medium,Medium,14.2,1.6,1.7,1.8,1.7,14.2,1.8,0,NA,NA,NA,0,NA,35.18,,,39.774148,19.416316,20.877198,1.905147808,3,0,0,N,0,11.25,rubble,0.017636375,0.02585252
West,2,14,6-7m,2017,15A,8B,NE_Monsoon,26/12/2017,5291,6050,No,Yellow_Rubble,No,Medium,Medium,13.9,1.6,1.7,2,1.766666667,13.9,2,0,NA,NA,NA,0,NA,49.08,168,190,55.4,27.6,22,2.518181818,3,0,0,N,0,12.6,rubble,0.017636375,0.02585252
West,2,14,6-7m,2017,15A,8B,NE_Monsoon,26/12/2017,5300,6011,Yes,Yellow_Rubble,Yes,Small,Small,4.5,1.5,1.5,1.8,1.6,6.8,3.7,1,3,NA,NA,3,NA,16.98,180,193,21.1,8.9,13,1.623076923,3,1,1,Y,2.5,23.8,rubble,0.017636375,0.02585252
West,2,14,6-7m,2017,15A,8B,NE_Monsoon,26/12/2017,4943,6046,No,Yellow_Rubble,Yes,Small,Small,5.7,1.5,1.6,1.7,1.6,6,2.8,1,1,NA,NA,1,NA,17.78,181,194,20.5,9.7,13,1.576923077,3,1,1,N,18.24828759,23.8,rubble,0.017636375,0.02585252
West,2,14,6-7m,2017,15A,8B,NE_Monsoon,26/12/2017,5290,6043,No,Yellow_Rubble,No,Medium,Medium,12.5,1.8,1.8,1.6,1.733333333,12.5,1.8,0,NA,NA,NA,0,NA,33.58,178,198,40,15.4,20,2,3,0,0,N,0,11.25,rubble,0.017636375,0.02585252
West,2,14,6-7m,2017,15A,8B,NE_Monsoon,26/12/2017,5296,6120,No,Yellow_Rubble,No,Medium,Medium,11.9,2.4,2.3,1.9,2.2,11.9,2.5,0,NA,NA,NA,0,NA,65.58,126,167,74.9,36,41,1.826829268,3,0,0,N,0,12.6,rubble ,0.017636375,0.02585252
West,2,14,6-7m,2017,15A,8B,NE_Monsoon,26/12/2017,4935,6031,No,Yellow_Rubble,No,Small,Small,6.9,1.5,1.6,1.7,1.6,6.9,1.7,0,NA,NA,NA,0,NA,21.88,84,96,23.9,12.5,12,1.991666667,3,0,0,N,0,11.25,rubble,0.017636375,0.02585252
West,2,14,6-7m,2017,15A,8B,NE_Monsoon,26/12/2017,5276,6041,No,Yellow_Rubble,Yes,Medium,Medium,14,1.2,1.3,1.6,1.366666667,14,6.8,4,1,6,3.1,3.366666667,Yes,71.78,1050,1090,79,42.7,40,1.975,3,1,1,N,2,23.8,rubble,0.017636375,0.02585252
West,2,14,6-7m,2017,15A,8B,NE_Monsoon,26/12/2017,5275,6085,No,Yellow_Rubble,Yes,Medium,Medium,12.4,1.4,1.7,1.3,1.466666667,12.4,9.1,2,4.1,4.6,NA,4.35,Yes,41.18,1120,1147,45.4,18.1,27,1.681481481,3,0,0,Y,0,11.25,rubble,0.017636375,0.02585252
West,2,14,6-7m,2017,15A,8B,NE_Monsoon,26/12/2017,5299,6026,No,Yellow_Rubble,Yes,Medium,Medium,13.5,1.4,1.4,1.2,1.333333333,13.5,3.2,1,3.6,NA,NA,3.6,NA,36.18,198,226,41.7,19.4,28,1.489285714,3,1,1,Y,3,12.6,rubble,0.017636375,0.02585252
West,2,14,6-7m,2017,15A,8B,NE_Monsoon,26/12/2017,5779,6048,No,Yellow_Rubble,No,Large,Large ,19.4,2.2,2.8,2.1,2.366666667,19.4,2.8,0,NA,NA,NA,0,NA,99.58,415,483,120.6,53.9,68,1.773529412,3,0,0,N,0,12.6,rubble,0.017636375,0.02585252
West,2,14,6-7m,2017,15A,8B,NE_Monsoon,26/12/2017,5797,6028,No,Yellow_Rubble,Yes,Large,Medium,10,1.7,0.6,1.4,1.233333333,12.3,1.5,5,4,2.6,2.3,2.966666667,Yes,76.82,1060,1095,66.2,33.9,35,1.891428571,3,0,0,N,0,12.6,rubble,0.017636375,0.02585252
West,2,14,6-7m,2017,15A,8B,NE_Monsoon,26/12/2017,5776,6102,No,Yellow_Rubble,Yes,Large,Large ,19.5,2,2.1,1.8,1.966666667,19.5,6.5,2,2.6,4.2,NA,3.4,Yes,151.58,1120,1198,167.5,89.5,78,2.147435897,3,0,0,N,0,12.6,rubble,0.017636375,0.02585252
West,2,14,6-7m,2017,15A,8B,NE_Monsoon,26/12/2017,4950,6032,No,Yellow_Rubble,No,Small,Small,6,1.5,1.6,1.5,1.533333333,6,1.6,0,NA,NA,NA,0,NA,14.68,73,84.5,18,7.9,11.5,1.565217391,3,1,1,Y,5.099019514,12.6,rubble ,0.017636375,0.02585252
West,2,14,6-7m,2017,15A,8B,NE_Monsoon,26/12/2017,5784,5784,Yes,Yellow_Rubble,Yes,Small,Medium,8.1,1.4,1.8,1.5,1.566666667,8.586763069,5.7,1,4.1,NA,NA,4.1,NA,26.96,,,30.538156,14.721052,16.634856,1.835793228,3,0,0,N,0,12.6,rubble ,0.017636375,0.02585252
West,2,14,6-7m,2018,30A,17B,W_Monsoon,21/8/2018,6102,6102,No,Yellow_Rubble,Yes,Large,Large ,19.5,2,2.1,1.8,1.966666667,19.5,6.5,2,2.6,4.2,NA,3.4,Yes,151.58,1120,1198,167.5,89.5,78,2.147435897,1,1,1,N,3,25.30769231,rubble,0.067694731,0.09115631
West,2,14,6-7m,2018,30A,17B,W_Monsoon,21/8/2018,6139,6139,No,Yellow_Rubble,Yes,Medium,Medium,12.2,1.6,1.5,1.7,1.6,12.2,2.8,1,1,NA,NA,1,NA,43.18,400,425,48.3,24.3,25,1.932,1,0,0,N,0,32.64285714,hard_carb,0.067694731,0.09115631
West,2,14,6-7m,2018,30A,17B,W_Monsoon,21/8/2018,6076,6076,No,Yellow_Rubble,Yes,Small,Small,6.1,2.4,1.9,0.8,1.7,6.1,4,1,2,NA,NA,2,NA,11.48,180.5,189,13.7,6,8.5,1.611764706,1,1,1,N,3,25.30769231,rubble,0.067694731,0.09115631
West,2,14,6-7m,2018,30A,17B,W_Monsoon,21/8/2018,6096,6096,No,Yellow_Rubble,No,Medium,Medium,14.6,2.8,2.4,2.3,2.5,14.6,2.8,0,NA,NA,NA,0,NA,103.18,188,226,122.3,57.4,38,3.218421053,1,1,1,N,23,25.30769231,rubble,0.067694731,0.09115631
West,2,14,6-7m,2018,30A,17B,W_Monsoon,21/8/2018,6008,6008,No,Yellow_Rubble,Yes,Medium,Medium,12.5,2,1.8,2,1.933333333,20.4,8.3,3,2.5,5.3,15.3,7.7,Yes,172.68,1140,1230,190.3,98.8,90,2.114444444,1,0,0,N,0,32.64285714,hard_carb,0.067694731,0.09115631
West,2,14,6-7m,2018,30A,17B,W_Monsoon,21/8/2018,6131,6131,No,Yellow_Rubble,Yes,Small,Small,8,1.4,1.4,1.3,1.366666667,8,5.8,1,4,NA,NA,4,NA,25.08,1120,1140,29.7,12.1,20,1.485,1,1,1,N,12,25.30769231,rubble,0.067694731,0.09115631
West,2,14,6-7m,2018,30A,17B,W_Monsoon,21/8/2018,6150,6150,No,Yellow_Rubble,Yes,Medium,Medium,11.5,1.5,2,1.4,1.633333333,12.9,5.4,6,2.1,3.7,1,2.266666667,Yes,53.78,1060,1095,64.2,30.3,35,1.834285714,1,1,0,N,1,25.30769231,rubble,0.067694731,0.09115631
West,2,14,6-7m,2018,30A,17B,W_Monsoon,21/8/2018,6090,6090,No,Yellow_Rubble,Yes,Small,Small,6.8,1.7,1.5,1.4,1.533333333,6.8,4,1,2.7,NA,NA,2.7,NA,17.48,415,427,20.1,8.3,12,1.675,1,0,0,N,0,25.30769231,rubble,0.067694731,0.09115631
West,2,14,6-7m,2018,30A,17B,W_Monsoon,21/8/2018,6129,6129,No,Yellow_Rubble,Yes,Medium,Medium,14.2,1.8,1.5,1.1,1.466666667,14.2,11.8,11,6.5,1.2,2.5,3.4,Yes,94.28,Doesn't fit,Doesn't fit,85.5,45.9,51.378708,1.664113469,1,1,1,N,2,25.30769231,rubble,0.067694731,0.09115631
West,2,14,6-7m,2018,30A,17B,W_Monsoon,21/8/2018,6100,6100,No,Yellow_Rubble,Yes,Medium,Medium,12.4,1.8,1.8,1.7,1.766666667,12.4,7,5,2.6,4.3,1.3,2.733333333,Yes,83.08,1060,1105,92.4,47,45,2.053333333,1,0,0,N,0,32.64285714,rubble,0.067694731,0.09115631
West,2,14,6-7m,2018,30A,17B,W_Monsoon,21/8/2018,6082,6082,No,Yellow_Rubble,Yes,Large,Large ,21,2.4,2.2,1.8,2.133333333,21,5.2,2,1,2,NA,1.5,Yes,140.98,1100,1180,156.9,78.9,80,1.96125,1,1,1,Y,4,25.30769231,rubble,0.067694731,0.09115631
West,2,14,6-7m,2018,30A,17B,W_Monsoon,21/8/2018,6078,6078,No,Yellow_Rubble,No,Medium,Medium,14,2,2.4,1.4,1.933333333,14,3.2,0,NA,NA,NA,0,NA,54.48,400,434,63.3,30.7,34,1.861764706,1,0,0,N,0,32.64285714,rubble,0.067694731,0.09115631
West,2,14,6-7m,2018,30A,17B,W_Monsoon,21/8/2018,6128,6128,No,Yellow_Rubble,Yes,Small,Small,7.3,1.7,1.7,1.3,1.566666667,7.3,5.1,3,3.7,2.5,1.2,2.466666667,Yes,31.98,1120,1140,36.2,17.3,20,1.81,1,1,1,Y,9,25.30769231,rubble,0.067694731,0.09115631
West,2,14,6-7m,2018,30A,17B,W_Monsoon,21/8/2018,6007,6007,No,Yellow_Rubble,Yes,Small,Small,8,2,1.6,1.2,1.6,8,2.8,1,1.5,NA,NA,1.5,NA,18.58,181,195,22.2,10.6,14,1.585714286,1,0,0,N,0,32.64285714,rubble,0.067694731,0.09115631
West,2,14,6-7m,2018,30A,17B,W_Monsoon,21/8/2018,6115,6115,No,Yellow_Rubble,Yes,Medium,Medium,12.3,1.9,1.6,1.6,1.7,12.3,5.5,5,1.4,2.1,2.7,2.066666667,Yes,75.48,1120,1165,86.8,42.3,45,1.928888889,1,0,0,N,0,25.30769231,hard_carb,0.067694731,0.09115631
West,2,14,6-7m,2018,30A,17B,W_Monsoon,21/8/2018,6091,6091,No,Yellow_Rubble,Yes,Large,Large ,17.6,1.8,2.4,1.8,2,21.8,7.8,3,6.6,7,1,4.866666667,Yes,127.18,Doesn't fit,Doesn't fit,139.1,68.3,68.358398,2.034863368,1,0,0,N,0,25.30769231,hard_carb,0.067694731,0.09115631
West,2,14,6-7m,2018,30A,17B,W_Monsoon,21/8/2018,6020,6020,No,Yellow_Rubble,No,Small,Small,6.2,1.4,1.8,1.5,1.566666667,6.2,1.8,0,NA,NA,NA,0,NA,15.28,181,191,17.6,8.7,10,1.76,1,1,1,Y,5,32.64285714,rubble,0.067694731,0.09115631
West,2,14,6-7m,2018,30A,17B,W_Monsoon,21/8/2018,6085,6085,No,Yellow_Rubble,Yes,Medium,Medium,12.4,1.4,1.7,1.3,1.466666667,12.4,9.1,2,4.1,4.6,NA,4.35,Yes,41.18,1120,1147,45.4,18.1,27,1.681481481,1,1,1,N,2,25.30769231,rubble,0.067694731,0.09115631
West,2,14,6-7m,2018,30A,17B,W_Monsoon,21/8/2018,6025,6025,No,Yellow_Rubble,Yes,Small,Small,7.7,1.3,1.3,1.3,1.3,7.7,5.1,2,1.8,1.3,NA,1.55,No,33.58,417,437,37.7,17.1,20,1.885,1,1,1,Y,3,32.64285714,rubble,0.067694731,0.09115631
West,2,14,6-7m,2018,30A,17B,W_Monsoon,21/8/2018,6098,6098,No,Yellow_Rubble,Yes,Large,Large ,18.6,1.8,1.2,0.8,1.266666667,18.6,5.8,3,1.5,5.7,1.1,2.766666667,Yes,59.48,1100,1130,65.9,35.6,30,2.196666667,1,0,0,N,0,32.64285714,rubble,0.067694731,0.09115631
West,2,14,6-7m,2018,30A,17B,W_Monsoon,21/8/2018,6081,6081,No,Yellow_Rubble,No,Medium,Medium,13,2.2,2,2,2.066666667,13,2.2,0,NA,NA,NA,0,NA,90.68,358,395,97,53.7,37,2.621621622,1,0,0,N,0,25.30769231,hard_carb,0.067694731,0.09115631
West,2,14,6-7m,2018,30A,17B,W_Monsoon,21/8/2018,6097,6097,No,Yellow_Rubble,No,Medium,Medium,12.5,1.9,1.4,1.4,1.566666667,12.5,2.4,0,NA,NA,NA,0,NA,28.88,170,187,33.7,15.9,17,1.982352941,1,1,0,Y,1,32.64285714,hard_carb,0.067694731,0.09115631
West,2,14,6-7m,2018,30A,17B,W_Monsoon,21/8/2018,6012,6012,No,Yellow_Rubble,No,Small,Small,7.2,1.3,1.9,1.3,1.5,7.2,1.9,0,NA,NA,NA,0,NA,17.58,69,80,19.8,9.8,11,1.8,1,1,1,Y,2,25.30769231,sand,0.067694731,0.09115631
West,2,14,6-7m,2018,30A,17B,W_Monsoon,21/8/2018,6017,6017,No,Yellow_Rubble,No,Small,Small,7.5,1.4,1.3,1.4,1.366666667,7.5,1.4,0,NA,NA,NA,0,NA,19.08,72,83,21.2,11.3,11,1.927272727,1,0,0,N,0,32.64285714,rubble,0.067694731,0.09115631
West,2,14,6-7m,2018,30A,17B,W_Monsoon,21/8/2018,6018,6018,No,Yellow_Rubble,No,Small,Small,6.5,1.7,1.6,1,1.433333333,6.5,1.7,0,NA,NA,NA,0,NA,14.28,75,85,16.8,7.3,10,1.68,1,0,0,N,0,25.30769231,rubble,0.067694731,0.09115631
West,2,14,6-7m,2018,30A,17B,W_Monsoon,21/8/2018,6017,6017,No,Yellow_Rubble,No,Small,Small,7.5,1.4,1.3,1.4,1.366666667,7.5,1.4,0,NA,NA,NA,0,NA,19.08,72,83,21.2,11.3,11,1.927272727,1,1,1,Y,7,25.30769231,rubble,0.067694731,0.09115631
West,2,14,6-7m,2018,30A,17B,W_Monsoon,21/8/2018,6050,6050,No,Yellow_Rubble,No,Medium,Medium,13.9,1.6,1.7,2,1.766666667,13.9,2,0,NA,NA,NA,0,NA,49.08,168,190,55.4,27.6,22,2.518181818,1,0,0,N,0,25.30769231,rubble,0.067694731,0.09115631
West,2,14,6-7m,2018,30A,17B,W_Monsoon,21/8/2018,6113,6113,No,Yellow_Rubble,No,Large,Large ,23,1.9,2.2,1.7,1.933333333,23,2.2,0,NA,NA,NA,0,NA,67.08,450,500,77.9,29.9,50,1.558,1,0,0,N,0,32.64285714,rubble,0.067694731,0.09115631
West,2,14,6-7m,2018,30A,17B,W_Monsoon,21/8/2018,6114,6114,No,Yellow_Rubble,No,Small,Small,6.6,1.5,1.5,1.5,1.5,6.6,1.5,0,NA,NA,NA,0,NA,14.48,80,90.5,17,6.9,10.5,1.619047619,1,1,1,N,21,32.64285714,sand,0.067694731,0.09115631
West,2,14,6-7m,2018,30A,17B,W_Monsoon,21/8/2018,6093,6093,No,Yellow_Rubble,Yes,Medium,Medium,13.3,1.9,2,1.8,1.9,13.3,3.5,3,1.3,2.5,1.7,1.833333333,Yes,78.08,400,440,86.6,45.1,40,2.165,1,0,0,N,0,25.30769231,rubble,0.067694731,0.09115631
West,2,14,6-7m,2018,30A,17B,W_Monsoon,21/8/2018,6006,6006,No,Yellow_Rubble,Yes,Small,Small,6.2,1,1.2,0.7,0.966666667,6.2,4,10,1,2.9,2.1,2,Yes,20.58,423,435,24.8,11.4,12,2.066666667,1,0,0,N,0,25.30769231,rubble,0.067694731,0.09115631
West,2,14,6-7m,2018,30A,17B,W_Monsoon,21/8/2018,6046,6046,No,Yellow_Rubble,Yes,Small,Small,5.7,1.5,1.6,1.7,1.6,6,2.8,1,1,NA,NA,1,NA,17.78,181,194,20.5,9.7,13,1.576923077,1,0,0,N,0,25.30769231,rubble,0.067694731,0.09115631
West,2,14,6-7m,2018,30A,17B,W_Monsoon,21/8/2018,6108,6108,No,Yellow_Rubble,Yes,Medium,Medium,13.6,1.4,1.2,0.8,1.133333333,13.4,3.2,2,1,1.3,NA,1.15,No,29.48,435,455,34.4,16.3,20,1.72,1,1,0,N,1,25.30769231,rubble,0.067694731,0.09115631
West,2,14,6-7m,2018,30A,17B,W_Monsoon,21/8/2018,6141,6141,No,Yellow_Rubble,Yes,Medium,Medium,14.2,1.8,2.4,2.1,2.1,14.2,7.1,3,4.7,2,1.4,2.7,No,111.48,1060,1130,130.8,63.2,70,1.868571429,1,1,0,N,1,25.30769231,rubble,0.067694731,0.09115631
West,2,14,6-7m,2018,30A,17B,W_Monsoon,21/8/2018,6002,6002,No,Yellow_Rubble,No,Medium,Medium,14.2,2.6,3,3.2,2.933333333,14.2,3.2,0,NA,NA,NA,0,NA,139.98,397,478,161.2,80.7,81,1.990123457,1,0,0,N,0,32.64285714,rubble,0.067694731,0.09115631
West,2,14,6-7m,2018,30A,17B,W_Monsoon,21/8/2018,6135,6135,No,Yellow_Rubble,No,Medium,Medium,13.1,1.6,2.2,1.6,1.8,13.1,2.2,0,NA,NA,NA,0,NA,70.08,188,218,76,41.2,30,2.533333333,1,0,0,N,0,25.30769231,rubble,0.067694731,0.09115631
West,2,14,6-7m,2018,30A,17B,W_Monsoon,21/8/2018,6044,6044,No,Yellow_Rubble,No,Medium,Medium,12.3,1.5,1.9,1.9,1.766666667,12.3,1.9,0,NA,NA,NA,0,NA,32.78,198,224,38.4,17.7,26,1.476923077,1,0,0,N,0,32.64285714,rubble,0.067694731,0.09115631
West,2,14,6-7m,2018,30A,17B,W_Monsoon,21/8/2018,6133,6133,No,Yellow_Rubble,Yes,Medium,Medium,14.1,1.6,1.4,1.2,1.4,14.5,5.4,3,4.1,2.2,1.2,2.5,Yes,52.58,1065,1100,60.3,28,35,1.722857143,1,0,0,N,0,25.30769231,sand,0.067694731,0.09115631
West,2,14,6-7m,2018,30A,17B,W_Monsoon,21/8/2018,6106,6106,No,Yellow_Rubble,Yes,Small,Small,7.4,1.2,1.3,1,1.166666667,7.4,1.3,0,NA,NA,NA,0,NA,11.78,63,71.5,14.2,5.9,8.5,1.670588235,1,0,0,N,0,32.64285714,hard_carb,0.067694731,0.09115631
West,2,14,6-7m,2018,30A,17B,W_Monsoon,21/8/2018,6110,6110,No,Yellow_Rubble,No,Large,Large ,19.5,1.7,1.5,1.4,1.533333333,19.5,1.7,0,NA,NA,NA,0,NA,62.38,450,485,69.7,35.4,35,1.991428571,1,0,0,N,0,25.30769231,rubble,0.067694731,0.09115631
West,2,14,6-7m,2018,30A,17B,W_Monsoon,21/8/2018,6086,6086,No,Yellow_Rubble,Yes,Medium,Medium,11.6,2.7,1.5,1.5,1.9,12.5,8.7,6,3.1,6.1,7.5,5.566666667,Yes,88.48,Doesn't fit,Doesn't fit,95.3,47,48.385328,1.969605332,1,0,0,N,0,32.64285714,sand,0.067694731,0.09115631
West,2,14,6-7m,2018,30A,17B,W_Monsoon,21/8/2018,6124,6124,No,Yellow_Rubble,Yes,Large,Large ,20.3,1.8,1.2,1.2,1.4,20.3,3.7,1,2.2,NA,NA,2.2,NA,64.08,1060,1087,72.2,34.3,27,2.674074074,1,0,0,N,0,25.30769231,rubble,0.067694731,0.09115631
West,2,14,6-7m,2018,30A,17B,W_Monsoon,21/8/2018,6035,6035,No,Yellow_Rubble,Yes,Medium,Medium,13.4,1.7,1.5,1.1,1.433333333,13.4,7.4,5,1.5,7.7,No data,4.6,Yes,72.88,1120,1163,81.1,40.8,43,1.886046512,1,0,0,N,0,32.64285714,rubble,0.067694731,0.09115631
West,2,14,6-7m,2018,30A,17B,W_Monsoon,21/8/2018,6117,6117,No,Yellow_Rubble,No,Small,Small,6.3,1.4,1.7,1.2,1.433333333,6.3,1.7,0,NA,NA,NA,0,NA,12.48,85,92,14.1,6.9,7,2.014285714,1,1,1,Y,2,32.64285714,rubble,0.067694731,0.09115631
West,2,14,6-7m,2018,30A,17B,W_Monsoon,21/8/2018,6034,6034,No,Yellow_Rubble,Yes,Small,Small,6.3,1.8,1.3,1,1.366666667,6.4,4.6,2,2.7,1.9,NA,2.3,Yes,23.18,415,432,27.5,12.8,17,1.617647059,1,0,0,N,0,25.30769231,rubble,0.067694731,0.09115631
West,2,14,6-7m,2018,30A,17B,W_Monsoon,21/8/2018,6024,6024,No,Yellow_Rubble,Yes,Large,Large ,19.8,1.8,1.8,1.6,1.733333333,19.8,8.2,2,2.5,7,NA,4.75,Yes,108.08,Doesn't fit,Doesn't fit,122.5,61.1,58.500888,2.093985308,1,0,0,N,0,32.64285714,rubble,0.067694731,0.09115631
West,2,14,6-7m,2018,30A,17B,W_Monsoon,21/8/2018,6019,6019,No,Yellow_Rubble,No,Small,Medium,8.6,2.5,1.8,1.8,2.033333333,8.6,2.5,0,NA,NA,NA,0,NA,27.48,142,160,31,15.9,18,1.722222222,1,0,0,N,0,32.64285714,rubble,0.067694731,0.09115631
West,2,14,6-7m,2018,30A,17B,W_Monsoon,21/8/2018,6102,6102,No,Yellow_Rubble,Yes,Large,Large ,19.5,2,2.1,1.8,1.966666667,19.5,6.5,2,2.6,4.2,NA,3.4,Yes,151.58,1120,1198,167.5,89.5,78,2.147435897,2,0,0,N,0,25.30769231,rubble,0.074983407,0.098367069
West,2,14,6-7m,2018,30A,17B,W_Monsoon,21/8/2018,6139,6139,No,Yellow_Rubble,Yes,Medium,Medium,12.2,1.6,1.5,1.7,1.6,12.2,2.8,1,1,NA,NA,1,NA,43.18,400,425,48.3,24.3,25,1.932,2,0,0,N,0,32.64285714,hard_carb,0.074983407,0.098367069
West,2,14,6-7m,2018,30A,17B,W_Monsoon,21/8/2018,6076,6076,No,Yellow_Rubble,Yes,Small,Small,6.1,2.4,1.9,0.8,1.7,6.1,4,1,2,NA,NA,2,NA,11.48,180.5,189,13.7,6,8.5,1.611764706,2,1,1,Y,5.385164807,25.30769231,rubble,0.074983407,0.098367069
West,2,14,6-7m,2018,30A,17B,W_Monsoon,21/8/2018,6096,6096,No,Yellow_Rubble,No,Medium,Medium,14.6,2.8,2.4,2.3,2.5,14.6,2.8,0,NA,NA,NA,0,NA,103.18,188,226,122.3,57.4,38,3.218421053,2,1,1,Y,7,25.30769231,rubble,0.074983407,0.098367069
West,2,14,6-7m,2018,30A,17B,W_Monsoon,21/8/2018,6008,6008,No,Yellow_Rubble,Yes,Medium,Medium,12.5,2,1.8,2,1.933333333,20.4,8.3,3,2.5,5.3,15.3,7.7,Yes,172.68,1140,1230,190.3,98.8,90,2.114444444,2,0,0,N,0,32.64285714,hard_carb,0.074983407,0.098367069
West,2,14,6-7m,2018,30A,17B,W_Monsoon,21/8/2018,6131,6131,No,Yellow_Rubble,Yes,Small,Small,8,1.4,1.4,1.3,1.366666667,8,5.8,1,4,NA,NA,4,NA,25.08,1120,1140,29.7,12.1,20,1.485,2,1,1,N,2,25.30769231,rubble,0.074983407,0.098367069
West,2,14,6-7m,2018,30A,17B,W_Monsoon,21/8/2018,6150,6150,No,Yellow_Rubble,Yes,Medium,Medium,11.5,1.5,2,1.4,1.633333333,12.9,5.4,6,2.1,3.7,1,2.266666667,Yes,53.78,1060,1095,64.2,30.3,35,1.834285714,2,0,0,N,0,25.30769231,rubble,0.074983407,0.098367069
West,2,14,6-7m,2018,30A,17B,W_Monsoon,21/8/2018,6090,6090,No,Yellow_Rubble,Yes,Small,Small,6.8,1.7,1.5,1.4,1.533333333,6.8,4,1,2.7,NA,NA,2.7,NA,17.48,415,427,20.1,8.3,12,1.675,2,0,0,Y,0,25.30769231,rubble,0.074983407,0.098367069
West,2,14,6-7m,2018,30A,17B,W_Monsoon,21/8/2018,6129,6129,No,Yellow_Rubble,Yes,Medium,Medium,14.2,1.8,1.5,1.1,1.466666667,14.2,11.8,11,6.5,1.2,2.5,3.4,Yes,94.28,Doesn't fit,Doesn't fit,85.5,45.9,51.378708,1.664113469,2,0,0,N,0,25.30769231,rubble,0.074983407,0.098367069
